well_id,region,production_barrels,operational_cost,downtime_hours
1819,West,3716,23625,8
1088,West,4166,58237,11
1653,West,1908,21223,9
1202,North,4864,85197,45
1820,South,4577,94693,4
1738,East,1977,131555,32
1954,East,2897,57760,4
1333,East,609,130174,15
1221,West,4054,147192,36
1040,North,1149,49024,36
1707,West,1999,43202,28
1067,South,1095,139414,17
1987,North,1478,71524,28
1775,East,1230,194980,5
1513,West,556,187139,17
1872,West,2743,160432,31
1636,South,2201,118228,41
1621,South,1786,124755,46
1597,West,611,164013,30
1936,South,1701,35993,10
1631,East,1447,34620,25
1126,South,4621,143271,27
1254,South,1257,40193,26
1694,West,3888,71559,18
1015,West,2341,41248,44
1476,North,4035,196924,26
1061,North,2793,156099,19
1880,West,1604,83410,2
1431,South,1161,24260,15
1669,South,1408,57596,38
1267,North,2356,29012,43
1034,North,2811,45823,28
1778,North,1289,93851,14
1575,East,671,67027,29
1493,East,4860,103794,39
1561,North,2486,45099,0
1468,South,2385,121427,28
1766,North,975,56992,29
1660,East,1549,139942,39
1324,South,4629,137886,45
1303,East,2811,162049,31
1275,South,1661,198448,9
1868,East,1315,185050,26
1962,South,4266,29218,7
1683,South,3422,41788,35
1928,South,1253,40501,41
1200,South,961,123733,34
1444,West,3739,35210,35
1904,East,3202,148476,47
1323,East,580,94225,35
1034,West,3304,196561,24
1976,South,1369,83721,19
1481,South,1306,193725,44
1727,East,2434,192022,16
1479,West,1203,159988,22
1064,South,3023,51449,24
1007,South,3139,109333,47
1300,South,4409,40782,30
1342,North,1664,40243,5
1430,West,1119,49379,34
1423,South,3566,57780,3
1331,North,946,181812,39
1437,West,2837,134944,19
1587,South,708,39984,40
1173,East,2960,20050,0
1558,North,3942,157662,44
1526,North,3211,60205,25
1872,South,2837,35162,33
1658,South,1791,69746,9
1025,North,2698,164177,22
1819,East,1900,188571,23
1604,East,3155,187713,12
1405,West,4512,31628,28
1231,South,1204,193104,45
1532,East,1325,58516,26
1818,West,1504,107157,30
1549,East,3960,152548,42
1787,South,876,139558,9
1504,West,1472,60800,30
1668,West,4713,55788,38
1178,West,3576,140754,9
1131,East,943,46240,23
1822,South,1254,161994,32
1454,West,4104,84198,13
1347,North,2671,78739,34
1539,South,3205,32089,44
1771,North,3965,52600,33
1405,North,3211,197248,16
1075,West,2907,28167,20
1940,West,1122,98352,31
1578,East,2223,172236,2
1853,East,3822,105965,14
1491,East,2419,145540,7
1193,South,1418,51415,31
1983,East,4715,91895,37
1161,North,1081,99900,25
1346,East,4381,114330,29
1950,West,2186,78650,8
1360,East,4409,20615,31
1768,South,2499,196684,10
1583,South,3211,97937,21
1086,North,900,61936,33
1933,South,4148,180444,40
1261,East,3128,127812,17
1213,West,2156,87875,18
1664,South,1120,101782,17
1721,North,746,81700,36
1912,East,3839,28109,17
1572,North,3510,43758,11
1779,South,2868,128592,3
1261,South,4494,33317,46
1729,North,2339,45622,42
1282,East,3403,26800,26
1647,South,4895,55539,4
1466,West,4998,153672,5
1379,South,4191,105163,12
1361,East,4341,180441,22
1448,South,4848,36689,41
1440,North,1892,101459,24
1092,South,4250,58469,45
1620,South,4755,152030,3
1752,East,3508,80012,31
1866,North,4800,80021,43
1423,East,3838,44642,14
1141,South,4014,99003,25
1290,West,1259,143714,41
1431,South,3268,20205,10
1748,East,3588,112945,8
1851,West,2615,32442,10
1823,East,4728,111826,1
1688,East,2223,156763,44
1652,North,3466,58909,26
1700,West,929,39504,25
1997,South,2855,115698,7
1048,East,2959,189870,20
1301,South,4692,107087,20
1880,North,2218,61716,7
1189,North,1765,198054,0
1135,West,1808,178516,37
1554,North,1550,175806,12
1403,North,3973,192817,8
1891,South,2749,54571,27
1864,North,3309,166461,5
1601,North,3421,113280,46
1806,East,4541,65038,22
1340,North,2917,92795,47
1756,East,1032,65168,35
1944,North,1398,87690,16
1703,North,3154,134053,8
1317,West,1969,31230,11
1617,West,3420,103301,21
1362,East,1752,156974,11
1821,North,1269,86758,5
1381,South,1333,47050,43
1232,West,2709,119805,8
1776,South,3924,89110,36
1343,West,1591,122033,2
1548,West,1696,96693,33
1816,North,4414,142428,7
1552,West,2160,39575,9
1528,South,760,60244,46
1855,West,2764,34962,40
1788,East,1685,120695,41
1818,North,2949,110388,42
1570,North,4033,97332,8
1934,East,4870,175522,13
1182,East,4801,147386,36
1040,East,3844,65037,26
1550,West,1366,132666,40
1396,North,592,147048,31
1703,East,3678,103040,3
1778,West,1851,131264,1
1493,East,864,181113,32
1658,South,4218,30715,20
1906,South,2424,172875,0
1332,North,3595,81726,43
1126,West,3038,152980,10
1557,South,1796,138208,0
1556,South,2776,188147,45
1000,West,502,73648,10
1167,East,3992,41134,6
1619,West,2253,76143,1
1018,East,1410,89123,14
1331,South,806,196225,7
1583,South,4731,153485,46
1455,South,4515,173627,25
1956,North,1938,162024,39
1108,North,1372,141657,41
1267,North,1641,86686,34
1444,West,1165,132841,45
1239,South,708,52264,40
1928,South,1451,198625,40
1300,West,1557,129885,20
1601,North,4508,160880,37
1102,West,2368,72330,7
1987,North,1271,134672,42
1249,South,4530,58345,31
1452,East,1021,59222,7
1519,North,3855,77755,43
1152,South,1900,28933,9
1858,South,4238,88207,22
1173,East,4843,194811,3
1342,South,4223,198810,47
1669,South,3747,124691,37
1430,North,2358,125137,29
1726,North,4564,172955,40
1688,East,2898,118818,22
1686,East,642,118510,4
1851,South,3351,119251,20
1849,North,3969,194473,5
1657,East,4195,166452,16
1961,East,1217,38212,24
1323,West,1142,48174,23
1989,East,3940,157933,21
1672,South,3048,157166,12
1638,North,4193,124649,16
1419,East,869,71319,13
1593,West,4150,197800,33
1484,North,1286,175435,25
1658,East,1449,107846,18
1750,West,1021,190372,25
1411,East,3443,74808,2
1935,North,854,157015,1
1083,North,2835,62616,27
1112,North,1982,94329,1
1736,South,2147,176359,21
1331,East,3545,147957,6
1377,South,2715,185043,3
1754,North,927,76152,37
1654,West,3037,62351,38
1040,East,1044,142377,19
1934,South,3264,80616,5
1769,East,4265,174969,8
1958,West,1158,43010,30
1796,South,3327,191226,25
1104,North,2558,141822,35
1201,South,3827,171186,25
1449,East,1230,39050,27
1818,East,2332,41125,4
1842,East,908,195918,9
1972,East,4679,171468,17
1265,North,3747,112661,14
1909,South,633,108116,32
1209,North,1166,139233,4
1562,North,776,190045,36
1117,North,3807,174646,39
1712,East,1381,110155,21
1376,East,2560,149843,21
1550,East,2582,33869,21
1539,South,1737,82167,14
1770,West,2952,163194,16
1083,East,658,194899,44
1453,South,3096,164407,27
1666,East,4315,83576,21
1628,East,4874,41677,20
1513,North,3026,179295,41
1604,North,610,180886,16
1677,North,1041,145662,4
1386,South,1638,194257,17
1911,West,3783,96794,16
1349,West,4110,95675,3
1295,South,4955,62325,6
1257,East,4057,60503,24
1080,South,2919,39514,36
1936,East,2256,76196,39
1267,South,3586,171989,39
1418,South,2806,114633,42
1234,South,1475,103324,8
1832,West,1222,176133,18
1310,North,3070,161019,8
1812,South,824,105550,22
1974,West,2029,100331,30
1985,North,2445,183704,31
1356,North,4986,170424,30
1212,South,2930,43653,16
1573,East,4611,117294,47
1048,East,4010,63755,38
1126,East,1345,124296,21
1222,South,1067,118354,34
1920,East,4188,91988,29
1278,West,2679,57921,39
1407,West,2519,66668,36
1504,West,3819,75175,25
1293,West,2820,198810,5
1795,North,2146,73452,33
1276,West,4503,66149,31
1437,East,4409,35839,24
1106,South,3920,22155,12
1657,East,3031,158091,37
1419,West,856,74512,37
1610,North,3581,106150,1
1428,West,2780,146041,4
1374,South,4631,46190,10
1072,East,2960,30928,10
1948,South,3287,68425,23
1997,South,4709,94134,13
1633,South,1697,129875,44
1029,East,1778,144264,29
1187,West,965,130191,39
1363,South,4500,198868,46
1865,East,3848,199815,43
1799,North,1987,123716,34
1450,East,825,188749,20
1194,North,2265,76321,4
1155,East,4662,133782,37
1171,West,803,129398,1
1846,South,1940,78973,39
1040,West,648,72414,36
1062,East,3534,176674,33
1022,South,3131,49692,10
1359,North,595,125958,35
1074,East,3955,68750,10
1559,South,4877,172832,8
1671,North,2869,88456,5
1824,North,3967,44085,33
1117,West,1028,42925,46
1611,East,2810,25615,36
1379,North,2163,57083,31
1928,South,3864,130764,11
1919,North,2841,29605,44
1678,North,1192,131093,31
1289,West,4830,64608,16
1439,West,1451,148788,3
1667,South,1860,39192,41
1932,West,1038,154403,32
1006,North,1319,71330,42
1195,North,3662,69949,47
1420,West,4425,88382,42
1567,North,771,119233,8
1832,North,1528,188658,33
1192,South,4165,72243,38
1558,West,1742,120566,29
1147,North,1641,78618,19
1786,West,1092,158621,38
1668,South,2105,138168,22
1201,West,4710,72494,40
1443,North,3877,43958,43
1913,West,4571,127960,34
1987,North,4802,122478,22
1418,North,4194,188610,47
1426,North,2850,25833,38
1478,South,4707,174458,22
1474,West,1940,119341,36
1125,South,4126,114240,22
1394,West,2382,127955,38
1816,South,4211,175904,27
1880,East,684,190002,18
1805,North,720,183479,47
1575,North,3688,24073,29
1324,South,1593,37667,20
1391,East,3445,167107,23
1929,North,2974,26732,20
1687,West,3115,75097,25
1627,South,2512,23487,35
1439,North,2990,77702,25
1203,North,1100,114961,32
1485,South,1660,105107,35
1832,South,4813,180147,3
1030,West,3235,127721,8
1387,West,2718,91031,7
1624,North,1652,104217,1
1876,North,556,34781,28
1433,South,1704,59865,22
1836,North,4841,28469,5
1925,North,643,65167,42
1375,South,867,39928,35
1343,North,1982,59599,45
1442,North,1115,167847,20
1578,East,4138,86504,21
1074,West,3828,90687,8
1556,South,3727,177876,33
1771,East,2088,129122,25
1665,West,2989,183331,0
1154,West,3503,106284,35
1429,West,1198,105227,43
1362,East,3323,117556,4
1447,East,1444,63560,40
1986,West,4381,47256,21
1233,North,1422,26125,3
1562,North,2246,24370,47
1817,East,4620,24838,1
1261,East,3353,134479,15
1826,East,2059,77429,15
1124,West,1583,154206,21
1910,North,4038,63199,42
1244,East,933,97092,0
1541,East,3426,144925,14
1937,South,1589,184894,23
1484,West,3457,40113,3
1121,South,3112,116102,17
1124,North,4691,22669,16
1548,South,4259,164010,6
1169,South,4763,156789,44
1123,South,2589,97818,9
1868,West,2402,198731,0
1034,North,3067,99737,1
1086,South,2498,167361,21
1645,West,3614,44406,31
1707,North,3494,32873,28
1785,East,2510,145812,34
1200,South,2391,102048,16
1368,North,1330,43461,11
1796,South,548,171782,23
1076,East,4710,33448,29
1058,North,1678,35198,43
1430,West,3533,93158,29
1637,North,570,186033,19
1499,West,566,194079,41
1912,North,2277,85470,6
1108,West,2728,40739,41
1735,East,2289,104054,37
1277,East,1112,78186,6
1067,East,2386,46547,29
1068,North,2122,114472,11
1164,East,1196,105823,30
1488,South,1737,126887,17
1304,East,2906,176548,45
1908,West,748,30686,42
1673,West,1137,168608,1
1364,West,1449,54062,32
1853,North,2404,68216,10
1820,South,4087,176113,33
1378,East,1611,51653,15
1342,South,675,41673,34
1946,South,1222,161439,32
1898,West,4342,39629,20
1553,West,4174,140756,19
1353,West,2447,131641,7
1415,North,1202,45063,25
1108,South,2628,39322,32
1562,South,1426,32693,25
1761,North,4733,160313,36
1496,North,4004,180850,29
1340,North,3017,122379,30
1941,South,2897,32651,32
1382,South,1649,177038,10
1532,West,3880,29275,40
1299,West,2378,65606,4
1138,South,1753,21658,1
1358,West,1983,92468,12
1835,North,809,165320,17
1498,East,4452,175509,25
1384,West,3549,190799,24
1603,South,2064,169273,43
1958,West,2000,61150,13
1279,West,515,34999,4
1636,West,1105,26376,41
1482,East,1881,71673,1
1908,North,3883,23476,3
1110,South,1394,89902,11
1865,East,2067,111269,10
1138,South,913,118331,3
1995,South,4620,171687,42
1434,South,2504,31164,8
1508,East,815,59316,9
1272,North,3555,180631,26
1098,South,2349,82968,5
1763,North,2453,160119,14
1849,North,888,196057,41
1103,West,3269,157649,30
1213,East,3546,154942,21
1760,East,2915,54094,5
1663,West,2889,75329,32
1761,West,803,160289,28
1786,North,1263,103138,20
1164,South,2473,86141,29
1998,East,1315,173415,20
1852,South,1377,148307,35
1519,South,2826,164075,21
1283,West,2929,183161,45
1516,South,2560,103197,19
1656,North,4898,102318,21
1612,West,2079,181101,39
1163,South,4755,99023,10
1885,West,2701,71962,46
1658,North,4097,133037,30
1063,North,1703,190114,39
1090,South,2924,107601,12
1116,West,4375,104859,17
1865,South,3323,110933,21
1266,South,3785,65957,16
1821,West,2563,102864,37
1684,South,2479,146358,24
1558,North,4848,63739,31
1139,West,3631,58733,14
1245,West,3592,65389,12
1660,West,4164,180787,25
1757,West,2836,190188,10
1394,South,4114,76922,12
1486,South,997,37580,32
1475,North,4317,135900,36
1516,East,631,151895,37
1976,East,1357,27084,0
1183,North,1020,97991,38
1019,East,529,161679,26
1936,North,3896,102455,35
1557,South,1760,132540,31
1523,West,2058,134540,40
1581,West,515,163041,14
1528,South,4105,37333,30
1882,West,2107,147182,5
1146,West,4017,56668,24
1665,East,2516,31945,17
1303,South,4074,122528,21
1619,East,2243,66526,30
1747,East,4291,67717,35
1819,West,4134,110480,8
1863,West,1588,155673,45
1581,South,1861,32930,2
1694,West,3872,24333,32
1761,West,4973,140384,26
1227,South,975,37839,42
1101,West,1789,71337,0
1586,East,828,191276,43
1416,South,4544,40195,8
1957,West,2339,178920,4
1215,North,1686,109229,14
1406,South,3914,133251,8
1398,South,4036,132265,44
1922,North,2273,191926,27
1714,West,2563,121986,12
1703,West,2344,70998,23
1760,South,3058,51558,44
1498,South,1762,22985,9
1753,West,3791,81794,41
1464,West,1518,63585,21
1690,East,2289,60264,38
1948,South,4024,184398,21
1973,South,4004,104816,36
1730,North,1306,54022,38
1081,East,3166,166739,19
1603,West,904,38065,9
1946,East,1093,134382,9
1686,West,4449,148145,25
1750,West,4607,107191,24
1771,East,3780,161078,27
1902,South,2712,91819,12
1364,West,2042,127158,14
1162,East,1113,196148,5
1047,North,1368,23143,11
1510,East,1311,77505,18
1328,North,2322,163489,31
1839,West,4677,182372,10
1115,East,2244,48896,37
1940,East,2756,70629,32
1848,North,4542,178678,1
1336,East,4167,59916,14
1880,East,1021,81330,35
1736,West,2025,27551,4
1863,East,1969,120972,14
1839,South,3175,139623,42
1146,North,2013,133216,9
1574,East,1951,87782,16
1805,North,3930,85391,33
1322,North,3507,124957,23
1442,North,3624,143546,9
1836,East,2253,145006,29
1012,East,2112,83411,2
1942,North,3775,93185,36
1493,South,1055,151960,2
1700,North,4751,147574,39
1286,South,2549,49424,4
1719,North,1324,61559,27
1113,West,3349,31075,43
1479,North,3530,173771,13
1021,North,1581,199044,38
1348,East,3825,29950,10
1725,South,992,156485,7
1682,West,574,59305,36
1834,South,3491,23569,7
1565,West,3860,86778,11
1905,North,870,122633,14
1809,East,828,50085,18
1319,East,2290,116307,47
1125,South,1276,112174,45
1276,East,2522,56163,27
1975,South,4816,69592,6
1203,South,1687,137431,39
1193,West,2003,28039,6
1680,South,3791,159270,29
1663,West,3825,185426,17
1546,East,687,23824,23
1695,South,1714,70420,5
1285,South,3786,109535,3
1056,North,3946,23436,2
1733,South,1609,113550,46
1302,South,3021,191929,5
1162,North,4379,36057,25
1018,North,1030,21310,43
1369,East,1570,146913,37
1263,South,3636,86013,10
1793,East,1462,80022,28
1112,East,1905,159978,19
1487,North,3637,160940,9
1326,West,1016,38546,25
1541,East,3664,118812,47
1646,West,1991,92855,26
1578,South,4189,53149,13
1064,North,4728,133591,35
1291,South,4909,174756,11
1024,South,1090,49858,22
1548,North,2043,65330,20
1000,South,3556,112203,7
1910,North,2706,45293,38
1548,West,3839,76869,8
1140,South,3208,110429,23
1743,North,4529,155701,30
1647,East,1247,25704,24
1900,South,1300,152848,16
1187,West,1997,68281,41
1127,North,1879,136972,28
1200,South,1179,133532,2
1126,South,4270,182308,20
1256,South,3842,86780,7
1675,West,1396,152405,13
1546,North,2046,75333,38
1193,East,3626,178349,15
1702,East,1183,153005,17
1103,East,1795,184586,30
1534,North,1885,109893,10
1264,East,1442,82958,37
1801,West,3780,157899,19
1941,North,1533,50844,45
1973,South,3286,134501,44
1383,West,2733,111200,3
1259,South,4145,20792,19
1413,East,2120,190767,30
1990,West,4035,103187,19
1357,North,3705,62510,10
1074,West,3382,190209,0
1354,South,670,133104,43
1583,North,2053,59632,17
1770,West,4397,187862,38
1909,West,2095,103568,43
1187,West,2123,181957,32
1972,West,4622,85214,35
1684,North,1591,64870,17
1991,South,3337,68110,46
1289,West,907,129414,30
1044,North,4669,156243,34
1572,South,1179,160661,38
1082,West,736,38077,37
1122,South,3274,84874,14
1357,South,3937,189299,46
1527,North,3857,166009,5
1065,South,3377,29754,7
1935,North,2923,45688,39
1656,West,3647,27048,21
1374,South,1532,42568,0
1161,South,3354,117583,12
1745,East,3440,168617,23
1379,West,4201,114449,20
1655,West,4570,65217,44
1357,East,3632,199194,42
1187,East,3960,184818,3
1321,North,2423,159781,6
1449,North,1133,147873,11
1473,South,4603,45358,12
1012,South,1892,134064,43
1183,South,3946,31023,15
1110,South,3598,115387,5
1926,North,561,179828,13
1507,West,2969,106728,47
1289,South,2317,198331,30
1294,West,1132,169911,35
1450,South,3098,47410,36
1903,East,3951,125696,40
1214,South,1800,31447,34
